,Joke,category
719,"To make a long story short, well, it helps if the boss walks in!",At Work
9102,"""Tomorrow is a boiling hot day, at 10 degrees Fahrenheit. The day after that is the same temperature, as well as the next and the next. Won't these temperatures ever cool down?""",At Work
2342,"Harry walks into his supervisor's office. ""Boss,"" he says, ""We're doing some heavy house-cleaning at home tomorrow, and my wife needs me to help with the attic and the garage, moving and hauling stuff."" ""We're short-handed, Harry,"" the boss replies. ""I can't give you the day off."" ""Thanks, boss,"" says Harry, ""I knew I could count on you!""",At Work
6084,"Confucius asks: ""If a train station is where the train stops, and a bus station is where the bus stops, what is a work station?""",At Work
1102,"Police Chief: As a recruit, you'll be faced with some difficult issues. What would you do if you had to arrest your mother? New Recruit: Call for backup!",At Work
5816,"Doctor: Mrs Smith, you have acute angina. Mrs. Smith: I came here to be examined, not admired.",At Work
733,"Did you hear about the director of the Department of Motor Vehicles who resigned on Tuesday? He tried to resign on Monday, but discovered he'd been standing in the wrong line.",At Work
5581,"I am not a believer in seances, but I went to one just to see what they are like. The psychic was doing his thing and grinning from ear to ear. I assumed his merriment was due to the fact that he was fooling a gullible public and gave him a poke in the nose. You can probably guess the rest. I was arrested for striking a happy medium.",At Work
2037,"You've all heard of TGIF - Thank God It's Friday, right? Well my Secretary refers to Friday as POETS day... Piss Off Early, Tomorrow's Saturday....!!!",At Work
7831,How many Price Chopper employees does it take to wash a table? Three; one to wash it and two to supervise.,At Work
1992,"A guy eats at a restaurant. At the end of the meal, the guy looks at the check: Salads . . . . . . $3 Steak . . . . . . $10 Works . . . . . . .$5 Cola . . . . . . . $2 ----------------------- Total $20 The customer asked the waiter ""What's 'works'?"" ""This time it didn't work"" said the waiter and crossed out that row.",At Work
7774,"Sign in restaurant window: ""Eat now - Pay waiter.""",At Work
5004,"A man was bragging about his sister who disguised herself as a man and joined the Army. ""But wait a minute,"" said the listener, ""She'll have to dress with the boys and shower with them too, won't she?"" ""Sure,"" replied the man. ""Well? Won't they find out?"" ""And who's gonna tell?""",At Work
4073,What crackers do firemen like in their soup? Firecrackers!,At Work
1276,"Boss (to the new employee): We are very keen on cleanliness. Did you wipe your feet on the mat as you came in? New employee: Yes, sir. Boss: We are also keen on truthfulness. There is no mat.",At Work
7821,"The song, ""Yankee Doodle"" was originally sung by British soldiers to insult the colonialists (which was typical of the British in those days). The Continental Army took to singing it to annoy the British (which was typical of the colonialists).",At Work
8793,Because Lexus created the park it your self car many Mexicans lost their jobs.,At Work
6779,"William P. Holcomb's job is to supervise the tracking down of Houston, Texas parking ticket violators. It was revealed that he himself had 375 unpaid tickets.",At Work
9134,"A boss of a computer company walked up to one of his workers. ""You're fired!"" exclaimed the boss. ""I didn't do anything!"" replied the confused worker. The boss, happy with his answer, says, ""I know. That's why you're fired!""",At Work
8787,"Teacher: Justin if I had ten tennis balls in one hand, and twelve in another what would I have? Justin: Huge hands sir",At Work
9592,"Dad to his family: The phone bill is exceptionally high. You have to limit its use. I don't use this telephone. I use the one a the office. Mum: Same here, I hardly use this phone as I use my work telephone. Son: Me too, I never use the home telephone. I always use my company mobile. Maid: So what's the problem? We all use our work telephones!",At Work
3362,"Recently, Today Tonight have held a survey. The results indicate that 3 out of 4 people make up 75% of the population.",At Work
6333,"The boss returned from lunch in a good mood and called the whole staff in to listen to a couple of jokes he had picked up. Everybody, except one girl, laughed uproariously. ""What's the matter?"" grumbled the boss. ""Haven't you got a sense of humor?"" ""I don't have to laugh,"" she replied. ""I'm leaving Friday.""",At Work
5591,A guy goes to work and kills everyone...what is this called...? Going Postal...,At Work
7009,"November 15, 1996 - PSA was following United, taxiing out for departure. PSA called the tower and said ""Tower, this is United 586. We've got a little problem, so go ahead and let PSA go first."" The tower promptly cleared PSA for takeoff before United had a chance to object to the impersonation.",At Work
7648,"The policeman stopped a woman for exceeding the posted speed limit. He asked the driver her name. ""I'm Mrs. Ladislav Abdulkhashim Zybkcicraznovskaya from the Republic of Uzbekistan visiting my daughter in Columbia,"" she said. The cop put away his summons book and pen, and said, ""Well, OK... but don't let me catch you speeding again.""",At Work
9103,"""Ciao amico, desidero comprare un mazzo di banane."" ""Il compagno spiacente, questo ̬ un farmacista.""",At Work
9377,DMV jokes get old really fast. Unlike the DMV. You have to go through a special line to become old.,At Work
8204,"A man applied for a job as an industrial spy. Together with several other applicants, he was given a sealed envelope and told to take it to the fourth floor. As soon as the man was alone, he stepped into an empty hallway and opened the envelope. Inside, a message read: ""You're our kind of person. Report to the fifth floor Personnel Office.""",At Work
9263,"Real headline: ""Air Traffic Controllers Can Apply for Job in Braille""",At Work
7880,"A salesman, tired of his job, gave it up to become a policeman. Several months later, a friend asked him how he liked his new role. ""Well,"" he replied, ""the pay is good and the hours aren't bad, but what I like best is that the customer is always wrong.""",At Work
8165,"Two detectives were investigating a scene, The victims had their hands and head cut off. ""It's going to be a nightmare identifying the bodies, with no finger prints or faces"" said one. The other replied, ""I thought it would be rather easy, how many people do you know walking around with no head or hands?""",At Work
6490,"""I finally got my boss to laugh,"" said one friend to another after work. ""Oh, how?"" ""I asked for a raise!""",At Work
4134,"Q. Doctor, how many autopsies have you performed on dead people? A. All my autopsies have been performed on dead people.",At Work
8124,"Lemon Grove A woman was applying for a job in a Florida lemon grove. When the foreman looked over her application, he felt she was far too qualified for the job. ""Look, Miss Carter,"" said the foreman, ""do you have any actual experience in picking lemons?"" ""Oh, yes, I certainly do,"" she replied. ""I've been divorced four times.""",At Work
8553,"I wouldn't have believed this unless I seen it with my own eyes. I was walking down a street in the city I live in and noticed a store was going out of business. In the window was a huge sign ""GOING OUT OF BUSINESS SALE"", directly below that sign was another sign that said ""NOW HIRING!"" Talk about no job security!",At Work
6571,How does the guy who drives the snowplow get to work in the mornings?,At Work
8267,"Another Month Ends: All Targets Met, All Systems Working, All Customers Satisfied, All Staff Eager and Enthusiastic, All Pigs Fed and Ready to Fly.",At Work
3224,"The accountant's prayer: ""Lord, help me be more relaxed about insignificant details, starting tomorrow at 10.53:16 am, Eastern Daylight Saving Time.""",At Work
4920,"A young and foolish pilot wanted to sound cool and show who was boss on the aviation frequencies. So, this was his first time approaching a field during the nighttime. Instead of making any official requests to the tower, he said, ""Guess who?"" The controller switched the field lights off and replied, ""Guess where!""",At Work
5451,"A wise schoolteacher sends this note to all parents on the first day of school: ""If you promise not to believe everything your child says happens at school, I'll promise not to believe everything he says happens at home.""",At Work
3337,"An astronaut in space was asked by a reporter, ""How do you feel?"" ""How would you feel,"" the astronout replied, ""if you were stuck here, on top of 20,000 parts each one supplied by the lowest bidder?""",At Work
4779,"Two contracters were building a house. While they were sawing a board, the saw slipped and cut of one of the contracter's ears off. They were looking through the sawdust and one contracter came up with the ear. He asked his co-worker, ""Is this it?"" The other one said ""No, mine had a pencil behind it!""",At Work
7980,"A woman calls her boss one morning and tells him that she is staying home because she's not feeling well. ""What's the matter?"" he asks. ""I have a case of anal glaucoma,"" she says in a weak voice. ""What in the hell is anal glaucoma?"" he inquires. ""Well, I just can't see my ass coming to work today.""",At Work
9856,What do accountants suffer from that ordinary people don't? Depreciation.,At Work
3407,PLEASE DON'T SMOKE IN MY OFFICE! I enjoy sex more than you enjoy smoking but you don't see me screwing in your office.,At Work
7904,"""How can I ever thank you?"" gushed a woman to Clarence Darrow, after he had solved her legal troubles. ""My dear woman,"" Darrow replied, ""ever since the Phoenicians invented money there has been only one answer to that question.""",At Work
5239,What is the difference between Mechanical Engineers and Civil Engineers? Mechanical Engineers build weapons and Civil Engineers build targets.,At Work
3913,"A neutron walks into a bar and asks, ""How much for a drink?"". The bartender replies, ""For you, no charge"".",Bar
